,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
757,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,86.0
758,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,97.0
759,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,93.0
760,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,98.0
761,POL,Poland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,98.0
762,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,95.0
763,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,97.0
764,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,97.0
765,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
766,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,95.0
767,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,93.0
768,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,93.0
769,USA,United States,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
770,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,90.0
771,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,94.0
772,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
773,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
774,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,97.0
775,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,93.0
776,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,94.0
777,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,94.0
778,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
779,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,92.0
780,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,88.0
781,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
782,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,96.0
783,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,95.0
784,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,97.0
785,FRA,France,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,95.0
786,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,90.0
787,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,77.0
788,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,96.0
789,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,97.0
790,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,91.0
791,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,90.0
792,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,78.0
793,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,91.0
794,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,81.0
795,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
796,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,96.0
797,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,94.0
798,POL,Poland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
799,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,92.0
800,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,95.0
801,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
802,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
803,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,94.0
804,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,84.0
805,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
806,USA,United States,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
807,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,86.0
808,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,88.0
809,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,93.0
810,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,95.0
811,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,91.0
812,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,89.0
813,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,95.0
814,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,90.0
815,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,91.0
816,AUS,Australia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,84.0
817,AUT,Austria,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,86.0
818,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,80.0
819,CAN,Canada,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
820,CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
821,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
822,FIN,Finland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
823,FRA,France,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
824,DEU,Germany,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,86.0
825,GRC,Greece,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,76.0
826,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,86.0
827,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,76.0
828,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
829,ITA,Italy,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,63.0
830,KOR,Korea,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
831,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,74.0
832,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,42.0
833,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
834,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
835,NOR,Norway,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
836,POL,Poland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
837,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,55.0
838,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
839,ESP,Spain,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,63.0
840,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,84.0
841,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
842,TUR,Türkiye,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,42.0
843,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
844,USA,United States,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
845,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,57.0
846,CHL,Chile,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
847,EST,Estonia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
848,ISR,Israel,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,88.0
849,LVA,Latvia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
850,RUS,Russia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
851,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,90.0
852,ZAF,South Africa,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,48.0
853,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,79.0
854,AUS,Australia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,84.0
855,AUT,Austria,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,88.0
856,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,78.0
857,CAN,Canada,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,91.0
858,CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,95.0
859,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,80.0
860,FIN,Finland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,89.0
861,FRA,France,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,81.0
862,DEU,Germany,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,87.0
863,GRC,Greece,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,75.0
864,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,87.0
865,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,74.0
866,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,83.0
867,ITA,Italy,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,61.0
868,KOR,Korea,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,92.0
869,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,74.0
870,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,42.0
871,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,81.0
872,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,80.0
873,NOR,Norway,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,82.0
874,POL,Poland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,93.0
875,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,52.0
876,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,93.0
877,ESP,Spain,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,60.0
878,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,83.0
879,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,90.0
880,TUR,Türkiye,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,45.0
881,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,81.0
882,USA,United States,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,91.0
883,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,53.0
884,CHL,Chile,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,67.0
885,EST,Estonia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,87.0
886,ISR,Israel,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,87.0
887,LVA,Latvia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,86.0
888,RUS,Russia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,94.0
889,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,91.0
890,ZAF,South Africa,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,48.0
891,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,78.0
892,AUS,Australia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
893,AUT,Austria,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
894,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,81.0
895,CAN,Canada,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
896,CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,93.0
897,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
898,FIN,Finland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
899,FRA,France,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,82.0
900,DEU,Germany,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
901,GRC,Greece,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,78.0
902,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
903,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,78.0
904,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
905,ITA,Italy,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,65.0
906,KOR,Korea,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,87.0
907,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,74.0
908,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,41.0
909,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,81.0
910,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,82.0
911,NOR,Norway,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
912,POL,Poland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
913,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,59.0
914,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
915,ESP,Spain,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,66.0
916,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
917,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
918,TUR,Türkiye,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,38.0
919,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
920,USA,United States,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
921,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,60.0
922,CHL,Chile,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,68.0
923,EST,Estonia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
924,ISR,Israel,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,89.0
925,LVA,Latvia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,93.0
926,RUS,Russia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
927,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,89.0
928,ZAF,South Africa,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,48.0
929,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,80.0
930,AUS,Australia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,499.0
931,AUT,Austria,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,491.0
932,BEL,Belgium,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,500.0
933,CAN,Canada,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,517.0
934,CZE,Czech Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,495.0
935,DNK,Denmark,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,501.0
936,FIN,Finland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,516.0
937,FRA,France,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,494.0
938,DEU,Germany,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,500.0
939,GRC,Greece,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,453.0
940,HUN,Hungary,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,479.0
941,ISL,Iceland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,481.0
942,IRL,Ireland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,505.0
943,ITA,Italy,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,477.0
944,JPN,Japan,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,520.0
945,KOR,Korea,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,520.0
946,LUX,Luxembourg,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,477.0
947,MEX,Mexico,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,416.0
948,NLD,Netherlands,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,502.0
949,NZL,New Zealand,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,503.0
950,NOR,Norway,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,497.0
951,POL,Poland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,513.0
952,PRT,Portugal,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,492.0
953,SVK,Slovak Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,469.0
954,SWE,Sweden,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,503.0
955,CHE,Switzerland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,498.0
956,TUR,Türkiye,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,462.0
957,GBR,United Kingdom,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,503.0
958,USA,United States,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,495.0
959,BRA,Brazil,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,400.0
960,CHL,Chile,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,438.0
961,EST,Estonia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,526.0
962,ISR,Israel,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,465.0
963,LVA,Latvia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,487.0
964,RUS,Russia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,481.0
965,SVN,Slovenia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,504.0
966,OECD,OECD - Total,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,488.0
967,AUS,Australia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,495.0
968,AUT,Austria,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,489.0
969,BEL,Belgium,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,499.0
970,CAN,Canada,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,512.0
971,CZE,Czech Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,490.0
972,DNK,Denmark,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,496.0
973,FIN,Finland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,503.0
974,FRA,France,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,490.0
975,DEU,Germany,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,497.0
976,GRC,Greece,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,445.0
977,HUN,Hungary,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,477.0
978,ISL,Iceland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,472.0
979,IRL,Ireland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,501.0
980,ITA,Italy,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,476.0
981,JPN,Japan,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,519.0
982,KOR,Korea,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,517.0
983,LUX,Luxembourg,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,472.0
984,MEX,Mexico,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,418.0
985,NLD,Netherlands,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,497.0
986,NZL,New Zealand,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,500.0
